time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-05 00:00:00+00:00,2,2,100,43
2026-01-06 00:00:00+00:00,2,2,107,35
2026-01-07 00:00:00+00:00,2,1,54,30
2026-01-08 00:00:00+00:00,1,1,67,29
2026-01-09 00:00:00+00:00,1,1,125,43
2026-01-10 00:00:00+00:00,1,1,106,46
2026-01-11 00:00:00+00:00,2,2,72,38
2026-01-12 00:00:00+00:00,2,2,70,32
2026-01-13 00:00:00+00:00,1,1,106,33
2026-01-14 00:00:00+00:00,2,1,79,41
2026-01-15 00:00:00+00:00,2,2,87,42
2026-01-16 00:00:00+00:00,1,1,72,33
2026-01-17 00:00:00+00:00,5,5,148,57
2026-01-18 00:00:00+00:00,1,1,109,43
