referrer,views_total,views_unique
youtube.com,340,125
github.com,85,19
Google,53,22
Bing,15,8
m.youtube.com,12,3
libhunt.com,6,3
yandex.ru,5,4
DuckDuckGo,3,3
ecosia.org,2,1
