url_path,views_total,views_unique
/AnthonyMichaelTDM/DRG-Save-Editor,671,397
/AnthonyMichaelTDM/DRG-Save-Editor/releases,215,143
/AnthonyMichaelTDM/DRG-Save-Editor/releases/tag/v1.10.0,145,96
/AnthonyMichaelTDM/DRG-Save-Editor/issues,31,23
/AnthonyMichaelTDM/DRG-Save-Editor/blob/master/sshot.png,29,23
/AnthonyMichaelTDM/DRG-Save-Editor/blob/master/DRG Save Editing.txt,10,4
/AnthonyMichaelTDM/DRG-Save-Editor/discussions,9,7
/AnthonyMichaelTDM/DRG-Save-Editor/actions,8,5
/AnthonyMichaelTDM/DRG-Save-Editor/branches,7,4
/AnthonyMichaelTDM/DRG-Save-Editor/issues/86,6,6
