time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-11 00:00:00+00:00,4.0,4.0,43,14
2023-01-12 00:00:00+00:00,5.0,5.0,31,14
2023-01-13 00:00:00+00:00,,,38,21
2023-01-14 00:00:00+00:00,1.0,1.0,28,17
2023-01-15 00:00:00+00:00,4.0,3.0,44,17
2023-01-16 00:00:00+00:00,,,31,11
2023-01-17 00:00:00+00:00,,,42,21
2023-01-18 00:00:00+00:00,,,16,10
2023-01-19 00:00:00+00:00,3.0,2.0,37,16
2023-01-20 00:00:00+00:00,,,19,13
2023-01-21 00:00:00+00:00,2.0,2.0,32,15
2023-01-22 00:00:00+00:00,1.0,1.0,23,12
2023-01-23 00:00:00+00:00,2.0,2.0,34,11
2023-01-24 00:00:00+00:00,5.0,4.0,23,13
