referrer,views_total,views_unique
youtube.com,267,90
Google,32,17
github.com,23,8
yandex.ru,17,9
Bing,11,5
DuckDuckGo,8,2
steamcommunity.com,7,2
libhunt.com,4,1
search.brave.com,3,1
br.search.yahoo.com,1,1
