time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-09 00:00:00+00:00,2.0,2.0,73,33
2025-11-10 00:00:00+00:00,2.0,2.0,70,31
2025-11-11 00:00:00+00:00,1.0,1.0,87,35
2025-11-12 00:00:00+00:00,1.0,1.0,83,30
2025-11-13 00:00:00+00:00,2.0,2.0,36,21
2025-11-14 00:00:00+00:00,7.0,6.0,55,28
2025-11-15 00:00:00+00:00,4.0,3.0,65,31
2025-11-16 00:00:00+00:00,2.0,2.0,76,32
2025-11-17 00:00:00+00:00,,,41,20
2025-11-18 00:00:00+00:00,,,63,30
2025-11-19 00:00:00+00:00,2.0,2.0,54,30
2025-11-20 00:00:00+00:00,,,44,21
2025-11-21 00:00:00+00:00,,,27,14
2025-11-22 00:00:00+00:00,1.0,1.0,38,19
