referrer,views_total,views_unique
Google,307,137
yandex.ru,37,15
Bing,32,13
youtube.com,19,9
cn.bing.com,17,5
chatgpt.com,14,4
search.brave.com,12,6
DuckDuckGo,11,5
unknowncheats.me,3,3
l.facebook.com,3,2
