referrer,views_total,views_unique
youtube.com,441,151
github.com,189,27
Google,127,30
m.youtube.com,26,5
Bing,23,9
yandex.ru,11,9
DuckDuckGo,5,5
ecosia.org,3,2
libhunt.com,1,1
away.vk.com,1,1
