referrer,views_total,views_unique
youtube.com,513,169
github.com,193,28
Google,136,32
Bing,30,8
m.youtube.com,26,5
yandex.ru,13,11
StartPage,8,1
DuckDuckGo,5,5
ecosia.org,3,2
away.vk.com,1,1
