time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-11 00:00:00+00:00,4,3,131,48
2026-02-12 00:00:00+00:00,1,1,98,43
2026-02-13 00:00:00+00:00,1,1,59,27
2026-02-14 00:00:00+00:00,4,4,119,50
2026-02-15 00:00:00+00:00,23,11,129,60
2026-02-16 00:00:00+00:00,10,10,50,24
2026-02-17 00:00:00+00:00,7,5,70,35
2026-02-18 00:00:00+00:00,4,3,97,39
2026-02-19 00:00:00+00:00,5,5,91,41
2026-02-20 00:00:00+00:00,2,2,83,42
2026-02-21 00:00:00+00:00,9,7,125,48
2026-02-22 00:00:00+00:00,3,3,104,51
2026-02-23 00:00:00+00:00,81,5,109,52
2026-02-24 00:00:00+00:00,1,1,84,41
