time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-11 00:00:00+00:00,6,6,67,32
2024-05-12 00:00:00+00:00,4,3,173,29
2024-05-13 00:00:00+00:00,2,2,46,18
2024-05-14 00:00:00+00:00,1,1,39,17
2024-05-15 00:00:00+00:00,3,3,36,15
2024-05-16 00:00:00+00:00,2,2,75,27
2024-05-17 00:00:00+00:00,1,1,139,28
2024-05-18 00:00:00+00:00,3,2,99,29
2024-05-19 00:00:00+00:00,1,1,55,26
2024-05-20 00:00:00+00:00,2,2,102,28
2024-05-21 00:00:00+00:00,3,3,55,20
2024-05-22 00:00:00+00:00,5,5,74,28
2024-05-23 00:00:00+00:00,2,2,51,20
2024-05-24 00:00:00+00:00,2,2,70,18
