time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,,,58,19
2025-01-22 00:00:00+00:00,2.0,2.0,34,15
2025-01-23 00:00:00+00:00,1.0,1.0,50,15
2025-01-24 00:00:00+00:00,,,20,12
2025-01-25 00:00:00+00:00,,,38,17
2025-01-26 00:00:00+00:00,,,77,32
2025-01-27 00:00:00+00:00,,,47,19
2025-01-28 00:00:00+00:00,,,35,22
2025-01-29 00:00:00+00:00,1.0,1.0,18,11
2025-01-30 00:00:00+00:00,,,33,18
2025-01-31 00:00:00+00:00,1.0,1.0,54,22
2025-02-01 00:00:00+00:00,1.0,1.0,75,34
2025-02-02 00:00:00+00:00,,,74,32
2025-02-03 00:00:00+00:00,1.0,1.0,54,28
