time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-01 00:00:00+00:00,4,3,84,37
2026-01-02 00:00:00+00:00,2,2,107,42
2026-01-03 00:00:00+00:00,2,1,95,40
2026-01-04 00:00:00+00:00,1,1,75,36
2026-01-05 00:00:00+00:00,2,2,100,43
2026-01-06 00:00:00+00:00,2,2,107,35
2026-01-07 00:00:00+00:00,2,1,54,30
2026-01-08 00:00:00+00:00,1,1,67,29
2026-01-09 00:00:00+00:00,1,1,125,43
2026-01-10 00:00:00+00:00,1,1,106,46
2026-01-11 00:00:00+00:00,2,2,72,38
2026-01-12 00:00:00+00:00,2,2,70,32
2026-01-13 00:00:00+00:00,1,1,106,33
2026-01-14 00:00:00+00:00,2,1,79,41
