time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-28 00:00:00+00:00,,,45,19
2025-05-29 00:00:00+00:00,1.0,1.0,18,13
2025-05-30 00:00:00+00:00,1.0,1.0,68,21
2025-05-31 00:00:00+00:00,,,51,22
2025-06-01 00:00:00+00:00,1.0,1.0,33,17
2025-06-02 00:00:00+00:00,1.0,1.0,29,18
2025-06-03 00:00:00+00:00,3.0,3.0,28,15
2025-06-04 00:00:00+00:00,,,43,14
2025-06-05 00:00:00+00:00,,,41,18
2025-06-06 00:00:00+00:00,,,25,14
2025-06-07 00:00:00+00:00,3.0,3.0,30,17
2025-06-08 00:00:00+00:00,,,41,20
2025-06-09 00:00:00+00:00,,,45,20
2025-06-10 00:00:00+00:00,,,39,21
