referrer,views_total,views_unique
Google,1223,330
youtube.com,187,68
github.com,79,14
yandex.ru,36,13
Bing,29,5
search.brave.com,26,6
DuckDuckGo,12,4
Yahoo,6,1
com.google.android.gm,4,1
