time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-29 00:00:00+00:00,1,1,59,20
2025-07-30 00:00:00+00:00,6,5,59,24
2025-07-31 00:00:00+00:00,2,2,45,19
2025-08-01 00:00:00+00:00,2,2,55,24
2025-08-02 00:00:00+00:00,25,5,40,17
2025-08-03 00:00:00+00:00,3,3,75,33
2025-08-04 00:00:00+00:00,1,1,68,31
2025-08-05 00:00:00+00:00,1,1,70,20
2025-08-06 00:00:00+00:00,6,3,52,20
2025-08-07 00:00:00+00:00,5,5,54,22
2025-08-08 00:00:00+00:00,24,4,52,25
2025-08-09 00:00:00+00:00,3,3,78,28
2025-08-10 00:00:00+00:00,2,2,68,37
2025-08-11 00:00:00+00:00,2,2,23,12
