time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-12 00:00:00+00:00,3,3,39,17
2024-02-13 00:00:00+00:00,2,2,100,18
2024-02-14 00:00:00+00:00,2,2,70,18
2024-02-15 00:00:00+00:00,1,1,31,18
2024-02-16 00:00:00+00:00,1,1,62,30
2024-02-17 00:00:00+00:00,8,7,122,38
2024-02-18 00:00:00+00:00,4,3,86,32
2024-02-19 00:00:00+00:00,4,4,107,38
2024-02-20 00:00:00+00:00,5,5,108,37
2024-02-21 00:00:00+00:00,5,4,138,39
2024-02-22 00:00:00+00:00,7,6,145,31
2024-02-23 00:00:00+00:00,6,5,92,27
2024-02-24 00:00:00+00:00,4,4,78,30
2024-02-25 00:00:00+00:00,1,1,78,30
