time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-09 00:00:00+00:00,2,1,103,25
2023-12-10 00:00:00+00:00,3,3,82,22
2023-12-11 00:00:00+00:00,4,4,78,31
2023-12-12 00:00:00+00:00,1,1,58,31
2023-12-13 00:00:00+00:00,3,3,40,20
2023-12-14 00:00:00+00:00,2,2,85,22
2023-12-15 00:00:00+00:00,10,7,79,23
2023-12-16 00:00:00+00:00,3,3,61,28
2023-12-17 00:00:00+00:00,2,2,69,27
2023-12-18 00:00:00+00:00,3,3,106,30
2023-12-19 00:00:00+00:00,2,1,147,39
2023-12-20 00:00:00+00:00,4,4,53,25
2023-12-21 00:00:00+00:00,4,4,124,37
2023-12-22 00:00:00+00:00,2,2,107,32
